"","Date.and.Time.of.initial.call","Date.and.time.of.Ranger.response","Borough","Property","Location","Species.Description","Call.Source","Species.Status","Animal.Condition","Duration.of.Response","Age","Animal.Class","X311SR.Number","Final.Ranger.Action","X..of.Animals","PEP.Response","Animal.Monitored","Rehabilitator","Hours.spent.monitoring","Police.Response","ESU.Response","ACC.Intake.Number"
"194","2/22/19 12:00","2/24/19 11:00","Bronx","Van Cortlandt Park","Van Cortlandt Lake","swan","Public","Native","Healthy",1.5,"Adult","birds","","Relocated/Condition Corrected",1,FALSE,TRUE,"",1.5,FALSE,FALSE,""
"195","2/22/19 12:00","2/23/19 9:30","Bronx","Van Cortlandt Park","Van Cortlandt Lake","swan","Public","Native","Injured",1.75,"Adult","birds","","Monitored Animal",1,FALSE,TRUE,"",1.75,FALSE,FALSE,""
"196","2/27/19 15:30","3/4/19 14:37","Staten Island","Historic Richmond Town","Mill Creek","canada goose","Other","Native","N/A",1,"Adult","domestic","","Unfounded",0,FALSE,TRUE,"",0.25,FALSE,FALSE,""
"197","3/2/19 15:25","3/2/19 15:30","Queens","Ehrenreich-Austin Playground","Austin Street and 77 th Rd","raccoon","Public","Native","Unhealthy",1.5,"Adult","small mammals-rvs","","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"198","3/1/19 16:40","3/1/19 16:45","Manhattan","Central Park","E96th North Meadow; paper recycling bin. (40.7910206, -73.9594221)","raccoon","Conservancies/""Friends of"" Groups","Native","Healthy",0.25,"Adult","small mammals-rvs","","Relocated/Condition Corrected",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"199","3/1/19 12:40","3/1/19 12:45","Manhattan","Riverside Park","W91st to W111th","coyote","Central","Native","N/A",2.5,"Adult","coyotes","","Advised/Educated others",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"200","2/28/19 14:00","2/28/19 14:30","Manhattan","Inwood Hill Park","In the Clove section of the park, east of the Rock Formations (AKA Indian Caves) East side of Blue trail, on top of the Shell Midden. (40.872589, -73.924204)","raccoon","Observed by Ranger","Native","DOA",2.5,"Adult","small mammals-rvs","1-1-1687457360","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"55993"
"201","2/28/19 13:30","2/28/19 13:40","Staten Island","Historic Richmondtown","Pond across St. Andrew's Church","canada goose","Employee","Native","Injured",1,"Adult","birds","","Monitored Animal",1,FALSE,TRUE,"",1,FALSE,FALSE,""
"202","2/28/19 9:05","2/28/19 9:05","Queens","Park Of The Americas","41st Ave and 104th St","dog","Central","Domestic","Healthy",1.25,"Adult","domestic","1-1-1688121140","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"55941"
"203","2/27/19 11:50","2/27/19 12:00","Manhattan","Inwood Hill Park","North west of the 9A overpass GPS 40.8770216, -73.9237783","raccoon","Public","Native","DOA",2,"Adult","small mammals-rvs","1-1-1-685603550","Relocated/Condition Corrected",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"204","2/27/19 14:30","2/27/19 15:35","Staten Island","Historic Richmond Town","Creek behind Tavern off of Richmond Rd","canada goose","Other","Native","N/A",0.25,"Adult","birds","1-1-1688515762","Unfounded",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"205","2/26/19 13:10","2/26/19 13:10","Manhattan","Inwood Hill Park","In front of the rock shelters. (Indian Caves)","raccoon","Observed by Ranger","Native","DOA",0.5,"Juvenile","small mammals-rvs","","Relocated/Condition Corrected",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"206","2/26/19 12:30","2/26/19 12:30","Manhattan","Inwood Hill Park","On the uphill trail to the west of Shorakappock Rock 40.873702, -73.923892","raccoon","Observed by Ranger","Native","Unhealthy",1.5,"Juvenile","small mammals-rvs","1-1-1687601020","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"55845"
"207","2/25/19 13:19","2/26/19 10:56","Staten Island","Historic Richmond town","In creek behind Richmond Tavern","canada goose","Public","Native","N/A",0.25,"Adult","birds","","Monitored Animal",1,FALSE,TRUE,"",0.25,FALSE,FALSE,""
"208","2/22/19 12:00","2/22/19 12:00","Bronx","Van Cortlandt Park","Van Cortlandt Lake","swan","Public","Native","Injured",0.5,"Adult","birds","","Monitored Animal",1,FALSE,TRUE,"",0.5,FALSE,FALSE,""
"209","2/24/19 12:00","2/24/19 12:00","Queens","Highland Park","Vermont St and Bulwer Pl","raccoon","Central","Native","Healthy",1.5,"Adult","small mammals-rvs","","Monitored Animal",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"210","2/23/19 9:30","2/23/19 10:00","Bronx","Matthews Muliner Playground","Matthews Ave., between Morris Park Ave. and Rhinelander Ave.","raccoon","Central","Native","N/A",0.5,"Adult","small mammals-rvs","","Unfounded",2,FALSE,FALSE,"",NA,FALSE,FALSE,""
"211","2/22/19 14:00","2/22/19 14:15","Staten Island","Lemon Creek Park","Bayside of park, near pier.","seal","Central","Native","",0.5,"Adult","marine mammals","","Unfounded",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"212","2/21/19 17:10","2/21/19 17:15","Manhattan","Central Park","West Drive at West 78th St","raccoon","Employee","Native","N/A",0.5,"Adult","small mammals-non rvs","","Unfounded",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"213","2/21/19 16:40","2/21/19 16:50","Manhattan","Central Park","West of Conservantory Gardens near ballfields","raccoon","Employee","Native","N/A",0.3,"Adult","small mammals-rvs","","Unfounded",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"214","2/21/19 16:30","2/21/19 16:30","Manhattan","Inwood Hill Park","40.870932, -73.925640 In the Clove section of the park, south of the Rock Formations (AKA Indian Caves) East side of Blue trail underneath a large downed tree.","raccoon","Public","Native","DOA",1,"Adult","small mammals-rvs","1-1-1686093041","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"55405"
"215","2/21/19 16:00","2/21/19 16:00","Manhattan","Inwood Hill Park","In the Clove section of park, about 100 feet from Shorakapok Rock where the Orange trail diverges from the Blue. Was found next to the downed tree that bears the orange trail blaze. (40.873394, -73.924184)","raccoon","Public","Native","DOA",0.5,"Adult","small mammals-rvs","","Relocated/Condition Corrected",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"216","2/19/19 10:30","2/19/19 10:30","Manhattan","Mannahatta Park","A block away from the park at Wall Street","red tailed hawk","Public","Native","Injured",0.15,"Juvenile","raptors","","Advised/Educated others",1,FALSE,FALSE,"",NA,TRUE,TRUE,""
"217","2/20/19 18:40","2/21/19 12:00","Staten Island","Industrial Park","In small patch of woods along Graham Ave.","deer","Other","Native","Healthy",1,"Juvenile","deer","","Unfounded",1,FALSE,TRUE,"",0.5,FALSE,FALSE,""
"218","2/20/19 16:00","2/20/19 16:00","Manhattan","Inwood Hill Park","At the Rock Formations (AKA Indian Caves) in The Clove section of the park. The unhealthy raccoon was seen in the lowest of the cave crevices","raccoon","Observed by Ranger","Native","Unhealthy",2,"Adult","small mammals-rvs","","Monitored Animal",1,FALSE,TRUE,"",1,FALSE,FALSE,""
"219","2/20/19 8:40","2/20/19 10:45","Bronx","Van Cortlandt Park","Northbound side off of Major Deegan (I-87), South of the 233rd St Exit (40.8925235, -73.8841376)","coyote","Employee","Native","DOA",2.75,"Adult","coyotes","1-1-1685480983","Relocated/Condition Corrected",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"220","2/19/19 13:00","2/19/19 13:20","Brooklyn","Calvert Vaux Park","Calvert Vaux Greenway near parking lot (40.584416, -73.991484)","raccoon","Employee","Native","Unhealthy",2,"Adult","small mammals-rvs","1-1-1683913212","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"55229"
"221","2/16/19 13:00","2/16/19 13:10","Manhattan","Central Park","Near the wall of the park close to the sidewalk entrance, Central Park North","red tailed hawk","Conservancies/""Friends of"" Groups","Native","Healthy",0.5,"Juvenile","raptors","","Monitored Animal",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"222","2/18/19 12:30","2/18/19 12:50","Queens","Captain Tilly Park","Parks Building","chicken","Employee","Domestic","Healthy",2.25,"Juvenile","domestic","1-1-1682001291","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"55167"
"223","2/18/19 9:45","2/18/19 10:00","Brooklyn","Prospect Park","Center Drive/West Drive (40.6582102,-73.9739795)","raccoon","Conservancies/""Friends of"" Groups","Native","Unhealthy",2,"Adult","small mammals-rvs","1-1-1682001290","ACC",1,FALSE,FALSE,"",NA,TRUE,FALSE,"55148"
"224","2/18/19 8:45","2/18/19 9:00","Brooklyn","Marine Park","Ladder 2 on the Salt Marsh Nature Trail","raccoon","Public","Native","N/A",1,"Adult","small mammals-rvs","","Unfounded",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"225","2/17/19 15:25","2/17/19 15:30","Queens","Joe Michaels Mile","Cross Island Parkway: 40.764834, -73.758437","raccoon","Public","Native","DOA",0.75,"Adult","small mammals-rvs","","Relocated/Condition Corrected",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"226","2/17/19 9:30","2/17/19 10:00","Brooklyn","Prospect Park","Lullwater at Prospect Park Audubon Center (40.661455, -73.965718)","canada goose","Central","Native","Injured",1,"Adult","birds","","Monitored Animal",1,FALSE,TRUE,"",0.5,FALSE,FALSE,""
"227","2/15/19 9:30","2/15/19 10:15","Queens","Alley Pond Park","Oakland Lake 40.75119, -73.759414","raccoon","Employee","Domestic","Unhealthy",4,"Adult","small mammals-rvs","1-1-1680782920","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"54915"
"228","2/13/19 12:00","2/13/19 15:42","Staten Island","Wolfe's Pond Park","Beach near the lifeguard trailer","brant goose","Employee","Native","Unhealthy",0.5,"Adult","birds","","Unfounded",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"229","2/12/19 11:00","2/12/19 11:30","Brooklyn","Prospect Park","Garfield Tot Lot (40.670122, -73.971221)","raccoon","Conservancies/""Friends of"" Groups","Native","Unhealthy",2,"Adult","small mammals-rvs","1-1-1680054354","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"54677"
"230","2/10/19 15:30","2/11/19 12:30","Bronx","Van Cortlandt Park","40.903544, -73.888254 (Off-Trail near Exit 24 of Henry Hudson Pkwy S)","coyote","Observed by Ranger","Native","DOA",3,"Adult","coyotes","1-1-1679139831","Relocated/Condition Corrected",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"231","2/6/19 14:00","2/6/19 14:30","Brooklyn","Prospect Park","Long Meadow","falcon","Central","Native","N/A",2,"Adult","raptors","","Unfounded",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"232","2/9/19 13:00","2/9/19 13:10","Manhattan","Ft Tryon Park","40°51'38.8""N 73°55'51.3""W Inside park on lawn at base of a tree. Outside cross streets West 196th & Broadway","raccoon","Central","Native","Unhealthy",1.5,"Adult","small mammals-rvs","1-1-1680782134","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"54451"
"233","2/8/19 14:40","2/8/19 14:55","Manhattan","Central Park","West 81st on lawn just north from Swedish Cottage","cooper's hawk","Conservancies/""Friends of"" Groups","Native","Injured",1.5,"Juvenile","raptors","1-1-1680782062","Rehabilitator",1,FALSE,FALSE,"Wild Bird Fund",NA,FALSE,FALSE,""
"234","2/7/19 15:00","2/7/19 15:12","Manhattan","Central Park","W89 St. and CPW, 40°47'14.6""N 73°58'01.9""W","squirrel","Other","Native","Injured",1,"Adult","small mammals-rvs","1-1-1679680391","Rehabilitator",1,FALSE,FALSE,"",NA,TRUE,FALSE,""
"235","2/5/19 16:00","2/5/19 4:40","Brooklyn","Prospect Park","Wellhouse drive (40.656554,-73.971189)","raccoon","Employee","Native","Unhealthy",2.5,"Adult","small mammals-rvs","1-1-1674319574","ACC",1,FALSE,TRUE,"",0.5,FALSE,FALSE,"69383"
"236","2/5/19 16:40","2/5/19 4:45","Queens","Forest Park","Near entrance to Forest Park Shop 40.700530, -73.857716","raccoon","Public","Native","Injured",2.5,"Adult","small mammals-rvs","1-1-1674319575","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"54220"
"237","2/5/19 15:35","2/5/19 15:45","Bronx","Crotona Park","173 St. & Fulton Ave. In front of Crotona Pool","red tailed hawk","Central","Native","Injured",1.75,"Adult","raptors","1-1-1-674906570","Rehabilitator",1,FALSE,FALSE,"Bobby Horvath",NA,FALSE,FALSE,""
"238","2/5/19 15:45","2/5/19 16:00","Manhattan","Central Park","Dana Center, Harlem Meer","red eared slider","Conservancies/""Friends of"" Groups","Domestic","Healthy",0.5,"Juvenile","domestic","1-1-167431571","Advised/Educated others",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"239","2/5/19 9:15","2/5/19 10:00","Manhattan","Randall's Island Park","Harlem River Pathway, near Water's Edge Garden 40.788705, -73.932745","opossum","Conservancies/""Friends of"" Groups","Native","Unhealthy",1,"Adult","small mammals-non rvs","1-1-1674831801","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"54198"
"240","2/3/19 9:00","2/3/19 9:15","Manhattan","Riverside Park","Hippo Playground     40°47'35.1""N 73°58'40.7""W","squirrel","Public","Native","N/A",1,"Adult","small mammals-rvs","","Unfounded",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"241","2/1/19 16:15","2/1/19 16:30","Queens","Alley Pond Park","40.7469661, -73.7453168   233rd Street and 67th Ave","raccoon","Public","Native","Unhealthy",3,"Adult","small mammals-rvs","1-1-1675124490","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"53924"
"242","1/29/19 9:30","1/29/19 9:50","Brooklyn","Dyker Beach Park","Dyker Beach Playground, Cropsey Avenue between Bay 7th St and Bay 8th St","skunk","Central","Native","N/A",0.5,"Adult","small mammals-rvs","","Unfounded",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"243","1/23/19 16:00","1/23/19 16:00","Bronx","Pelham Bay Park","40.8540993, -73.8229685","skunk","Observed by Ranger","Native","DOA",0.5,"Juvenile","small mammals-rvs","","Relocated/Condition Corrected",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"244","1/30/19 2:11","1/30/19 14:40","Manhattan","Central Park","Harlem Meer 40.796582, -73.950043","canada goose","Central","Native","Healthy",0.5,"Adult","birds","1-1-1676708422","Relocated/Condition Corrected",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"245","1/30/19 11:30","1/30/19 15:30","Queens","Flushing Fields","149th Street and 26th Ave, in the ball field","opossum","Employee","Native","N/A",1.5,"Adult","small mammals-non rvs","1-1-1676851197","Unfounded",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"246","1/26/19 10:00","1/29/19 15:35","Queens","Forest Park","Close to 91st Street and Park Lane South","raccoon","Public","Native","N/A",0.25,"Adult","small mammals-rvs","","Unfounded",0,FALSE,FALSE,"",NA,FALSE,FALSE,""
"247","1/29/19 7:00","1/29/19 9:50","Manhattan","Riverside Park","119 Street south of the tennis courts","raccoon","Central","Native","DOA",2,"Adult","small mammals-rvs","1-1-1676140060","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"53674"
"248","1/27/19 16:00","1/27/19 16:15","Brooklyn","Marine Park","near Ballfields","herring gull","Public","Native","Injured",1.5,"Juvenile","birds","1-1-1675123980","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"53565"
"249","1/25/19 16:00","1/25/19 16:05","Queens","Udall's Park Preserve","Trail entry at Depew Ave and Orient Ave","raccoon","Public","Native","Unhealthy",4.5,"Adult","small mammals-rvs","1-1-1674668716","ACC",3,FALSE,FALSE,"",NA,FALSE,FALSE,"53427"
"250","1/25/19 12:30","1/25/19 12:45","Staten Island","Clove Lakes Park","Brooks' Pond","canada goose","Public","Native","Injured",1.5,"Adult","birds","1-1-1668424932","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"53407"
"251","1/24/19 14:00","1/24/19 14:10","Manhattan","Randall's Island Park","Between Sunken Meadow and Hell's Gate; 13 Hell Gate Circle","raccoon","Central","Native","N/A",0.5,"Adult","small mammals-rvs","","Unfounded",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"252","1/24/19 10:00","1/24/19 10:12","Queens","Queens Farm Park","Little Neck Parkway and 74th Avenue","red tailed hawk","Central","Native","Injured",1,"Adult","raptors","1-1-1668777621","Rehabilitator",1,FALSE,FALSE,"Bobby Horvath",NA,FALSE,FALSE,""
"253","1/23/19 15:10","1/23/19 15:15","Bronx","Van Cortlandt Park","In the lake close to second bridge on Putnam Trail","swan","Central","Invasive","DOA",1.1,"Adult","birds","1-1-1668593421","Relocated/Condition Corrected",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"254","1/22/19 18:00","1/23/19 10:30","Manhattan","Central Park","Harlem Meer, near 5th Ave and 109th St","duck","Public","Native","N/A",1,"Adult","birds","","Unfounded",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"255","1/21/19 8:30","1/21/19 8:30","Staten Island","Blue Heron Park","Nature Center","white throated sparrow","Observed by Ranger","Native","",0.25,"Adult","birds","","Relocated/Condition Corrected",1,FALSE,TRUE,"",2,FALSE,FALSE,""
"256","1/20/19 12:15","1/20/19 12:15","Brooklyn","Marine Park","Salt Marsh Nature Center public restroom","blue jay","Observed by Ranger","Native","Healthy",0.25,"Adult","birds","","Relocated/Condition Corrected",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"257","1/18/19 15:30","1/18/19 15:40","Manhattan","Ft Tryon Park","Heather Garden","guinea pigs","Employee","Domestic","Healthy",0.5,"Adult","domestic","","Advised/Educated others",2,FALSE,FALSE,"",NA,FALSE,FALSE,""
"258","1/18/19 15:00","1/18/19 16:00","Manhattan","Central Park","On Lawn near 100th Street Pool Area. (Between West 100th and 102nd)","red tailed hawk","Conservancies/""Friends of"" Groups","Native","DOA",0.5,"Juvenile","raptors","1-1-1-668494800","Submitted for DEC Testing",2,FALSE,FALSE,"",NA,FALSE,FALSE,""
"259","1/16/19 10:00","1/16/19 12:00","Manhattan","Central Park","79th St. Yard CPC parking lot","raccoon","Conservancies/""Friends of"" Groups","Native","Unhealthy",0.75,"Adult","small mammals-rvs","1-1-1668618600","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"52786"
"260","1/15/19 12:45","1/15/19 13:15","Bronx","Crotona Park","Indian Lake","deer","Public","Native","N/A",0.5,"Adult","deer","","Unfounded",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"261","1/14/19 15:00","1/14/19 16:00","Brooklyn","Calvert Vaux Park","Behind soccer field","swan","Public","Invasive","Unhealthy",1,"Adult","birds","1-1-1669806612","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"52666"
"262","1/12/19 16:25","1/13/19 11:20","Staten Island","Midland Playground","Between Midland Avenue and Lincoln Avenue","deer","Central","Native","Injured",0.5,"Adult","deer","","Unfounded",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"263","1/12/19 12:00","1/12/19 13:00","Brooklyn","Prospect Park","Parade Grounds","raccoon","Central","Native","N/A",1,"Adult","small mammals-rvs","","Unfounded",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"264","1/12/19 9:00","1/12/19 11:00","Manhattan","St. Nicholas Park","West 133rd St behind the comfort station.","red tailed hawk","Central","Native","DOA",1,"Juvenile","raptors","1-1-1668498080","Submitted for DEC Testing",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"265","1/12/19 1:00","1/12/19 11:30","Manhattan","J. Hood Wright Park","Unfound. Perimeter?","raccoon","Central","Native","N/A",0.5,"Adult;#Juvenile;#Infant","small mammals-rvs","1-1-1668935022","Unfounded",0,FALSE,FALSE,"",NA,FALSE,FALSE,""
"266","1/8/19 14:32","1/8/19 9:45","Staten Island","Joseph Manna Park","Shrub in Park","deer","Central","Native","Healthy",0.25,"Juvenile","deer","","Unfounded",1,FALSE,TRUE,"",0.25,FALSE,FALSE,""
"267","1/8/19 9:30","1/8/19 9:45","Staten Island","Joseph Manna Park","Shrub in park","deer","Central","Native","Healthy",0.75,"Juvenile","deer","1-1-1667013785","Monitored Animal",1,FALSE,TRUE,"",0.5,FALSE,FALSE,""
"268","1/7/19 15:00","1/7/19 17:00","Bronx","Pelham Bay Park","40°51'15.5""N 73°49'21.3""W","skunk","Observed by Ranger","Native","Unhealthy",2,"Adult","small mammals-rvs","1-1-161714670","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"52073"
"269","1/7/19 12:20","1/7/19 12:21","Queens","Bowne Park","Around Bowne Pond","red eared slider","Central","Invasive","N/A",0.5,"Adult","terrestrial reptile or amphibian","","Unfounded",3,FALSE,FALSE,"",NA,FALSE,FALSE,""
"270","1/7/19 8:25","1/7/19 8:54","Staten Island","Willowbrook Park","Park house","chicken","Employee","Domestic","Unhealthy",1,"Adult","domestic","1-1-166495613","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"52029"
"271","1/6/19 14:30","1/6/19 14:40","Brooklyn","Van Dyke Playground","Handball court fence","cat","Public","Domestic","Healthy",1,"Adult","domestic","1-1-1666257767","ACC",1,FALSE,FALSE,"",NA,TRUE,FALSE,"52003"
"272","1/6/19 13:50","1/6/19 14:10","Manhattan","Inwood Hill Park","The Clove","racoon","Employee","Native","DOA",0.5,"Adult","small mammals-rvs","1-1-1666488482","Relocated/Condition Corrected",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"273","1/6/19 8:30","1/6/19 8:30","Manhattan","Central Park","Conservatory Gardens","squirrel","Conservancies/""Friends of"" Groups","Native","DOA",1,"Adult","small mammals-rvs","1-1-1665409010","Relocated/Condition Corrected",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"274","1/5/19 14:20","1/5/19 14:25","Manhattan","Central Park","Dana Center Men's Restroom","chicken","Conservancies/""Friends of"" Groups","Domestic","Healthy",1,"Juvenile","domestic","1-1-1665409000","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"51926"
"275","1/5/19 10:00","1/5/19 10:15","Manhattan","Central Park","Wollman Rink","house sparrow","Central","Native","Healthy",0.75,"Adult","birds","1-1-1665983440","Relocated/Condition Corrected",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"276","1/4/19 9:05","1/4/19 9:10","Queens","Juniper Valley Park","Juniper Blvd N and 79th St","raccoon","Employee","Native","DOA",1,"Adult","small mammals-rvs","","Relocated/Condition Corrected",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"277","1/3/19 15:20","1/3/19 15:20","Queens","Flushing Meadows Corona Park Boathouse","Boathouse by Meadow Lake","mallard duck","Employee","Native","N/A",0.5,"Adult","birds","","Unfounded",0,FALSE,FALSE,"",NA,FALSE,FALSE,""
"278","1/3/19 10:50","1/3/19 11:00","Brooklyn","Fort Greene Park","Visitor Center","cat","Employee","Domestic","N/A",0.25,"Adult","small mammals-rvs","1-11664217161","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"51754"
"279","1/2/19 16:20","1/3/19 9:17","Staten Island","Blood Root Valley","10 feet off Blue trail, 40.586100, -74.130546","deer","Other","Native","DOA",0.75,"Juvenile","deer","1-1-1664987352","Relocated/Condition Corrected",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"280","1/2/19 13:25","1/2/19 13:30","Staten Island","Willowbrook Park","Willowbrook Pond","canada goose","Employee","Native","N/A",1.5,"Adult","birds","","Monitored Animal",1,FALSE,TRUE,"",1.5,FALSE,FALSE,""
"281","1/2/19 9:15","1/2/19 9:30","Brooklyn","Sunset Park","Behind the rec center, along the fence. (40.6469869,-74.0033383)","raccoon","Central","Native","Unhealthy",2,"Adult","small mammals-rvs","1-1-1639270780","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"51669"
"282","1/1/19 11:00","1/1/19 11:00","Brooklyn","Marine Park","Nature Center Driveway","chicken","Public","Domestic","Healthy",1,"Adult","domestic","1-1-1664216971","ACC",3,FALSE,FALSE,"",NA,FALSE,FALSE,"51650, 51652, 51653"
"283","12/31/18 13:00","12/31/18 13:15","Bronx","Mullaly Park","West Recreation Center Gate","chicken","Public","Domestic","Injured",1.5,"Adult","domestic","1-1-1661714382","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"51627"
"284","12/30/18 11:30","12/30/18 13:00","Brooklyn","Bushwick Inlet Park","On the rocks","seal","Public","Native","N/A",0.5,"Adult","marine mammals","","Unfounded",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"285","12/30/18 11:00","12/30/18 11:10","Brooklyn","Marine Park","Handball Court at Lenape Playground(40.6060450, -73.9274791)","raccoon","Public","Native","Unhealthy",1,"Adult","small mammals-rvs","1-1-1662288470","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"65198"
"286","12/28/18 14:30","12/28/18 3:30","Queens","Harvey Park","Across the street","sharp shinned hawk","Public","Native","DOA",0.25,"Juvenile","raptors","1-1-1659412770","Relocated/Condition Corrected",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"287","12/29/18 13:15","12/29/18 13:20","Queens","Juniper Valley Park","Upper parkhouse near Dry Harbor Rd and 63rd Ave","raccoon","Central","Native","N/A",1.25,"Adult","small mammals-rvs","1-1-1663249572","Unfounded",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"288","12/27/18 9:30","12/27/18 9:35","Bronx","Orchard Beach","Section 1","seal","Central","Native","Healthy",4,"Juvenile","marine mammals","1-1-1658753690","Monitored Animal",1,FALSE,TRUE,"",3.5,FALSE,FALSE,""
"289","12/27/18 8:45","12/27/18 9:00","Queens","Juniper Valley Park","Juniper Blvd North and 77th St","squirrel","Central","Native","N/A",1,"Adult","small mammals-non rvs","1-1-1662427562","Unfounded",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
"290","12/26/18 13:30","12/26/18 14:30","Brooklyn","Prospect Park","Lullwater near Pennisula Trail","raccoon","Conservancies/""Friends of"" Groups","Native","DOA",3,"Adult","small mammals-rvs","1-1-1662293061","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"51331"
"291","12/26/18 10:30","12/26/18 11:15","Queens","Alley Pond Park","On Trail that is around Oakland Lake (40.757929, -73.761438)","raccoon","Employee","Native","Unhealthy",1.5,"Adult","small mammals-rvs","1-1-1657709860","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"64763"
"292","12/26/18 11:00","12/26/18 12:00","Brooklyn","Marine Park","Burnett St. and Avenue X (40.5979068, -73.9280698)","raccoon","Employee","Native","Unhealthy",2,"Adult","small mammals-rvs","1-1-1657709862","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"64768"
"293","12/23/18 15:30","12/23/18 15:30","Manhattan","Riverside Park","79th St. Boat Basin","n/a","Employee","Native","Healthy",2,"Juvenile","marine mammals","1-1-1659270350","Monitored Animal",1,FALSE,TRUE,"",1,FALSE,FALSE,""
"294","12/23/18 15:47","12/23/18 16:15","Staten Island","Willowbrook Park","Baseball Field 3","canada goose","Central","Native","Unhealthy",1.25,"Adult","birds","1-1-1661122564","ACC",1,FALSE,FALSE,"",NA,FALSE,FALSE,"51207"
"295","12/23/18 10:15","12/23/18 10:25","Bronx","Pelham Bay Park","Undisclosed Location","coyote","Employee","Native","Healthy",1.5,"Adult","coyotes","1-1-1653925702","Relocated/Condition Corrected",1,FALSE,FALSE,"",NA,TRUE,TRUE,""
"296","12/23/18 9:10","12/23/18 9:45","Manhattan","Hamilton Fish Recreation Center","Pitt st.","red tailed hawk","Central","Native","DOA",1,"Juvenile","raptors","1-1-1661122313","Submitted for DEC Testing",1,FALSE,FALSE,"",NA,FALSE,FALSE,""
